,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
4401000,2015,10,1,4,HA,556,,12173,13830,2020,,,,,39.0,,,100,,,2059,,,0,1,A,,,,,
4402000,2015,10,1,4,AS,740,N548AS,12892,10821,2210,2212.0,2.0,20.0,2232.0,294.0,296.0,270.0,2329,602.0,6.0,604,608.0,4.0,0,0,,,,,,
4403000,2015,10,2,5,OO,6340,N980SW,14905,14771,600,552.0,-8.0,15.0,607.0,65.0,58.0,39.0,216,646.0,4.0,705,650.0,-15.0,0,0,,,,,,
4404000,2015,10,2,5,AA,1648,N469AA,15376,11298,700,653.0,-7.0,12.0,705.0,137.0,120.0,103.0,813,1048.0,5.0,1117,1053.0,-24.0,0,0,,,,,,
4405000,2015,10,2,5,WN,257,N916WN,13931,13204,755,912.0,77.0,9.0,921.0,120.0,120.0,104.0,655,1105.0,7.0,955,1112.0,77.0,0,0,,0.0,0.0,77.0,0.0,0.0
4406000,2015,10,2,5,AA,1463,N3GHAA,13930,11697,850,851.0,1.0,14.0,905.0,189.0,201.0,181.0,1182,1306.0,6.0,1259,1312.0,13.0,0,0,,,,,,
4407000,2015,10,2,5,AA,1713,N807AW,14100,13495,950,1000.0,10.0,19.0,1019.0,189.0,176.0,153.0,1089,1152.0,4.0,1159,1156.0,-3.0,0,0,,,,,,
4408000,2015,10,2,5,DL,1286,N985DL,10397,12953,1045,1046.0,1.0,20.0,1106.0,140.0,123.0,98.0,762,1244.0,5.0,1305,1249.0,-16.0,0,0,,,,,,
4409000,2015,10,2,5,WN,2870,N792SW,12889,13158,1145,1144.0,-1.0,10.0,1154.0,125.0,113.0,99.0,795,1533.0,4.0,1550,1537.0,-13.0,0,0,,,,,,
4410000,2015,10,2,5,F9,1160,N205FR,13204,11042,1245,1244.0,-1.0,17.0,1301.0,145.0,129.0,105.0,895,1446.0,7.0,1510,1453.0,-17.0,0,0,,,,,,
4411000,2015,10,2,5,MQ,3443,N815MQ,11298,11982,1345,1339.0,-6.0,13.0,1352.0,51.0,46.0,29.0,134,1421.0,4.0,1436,1425.0,-11.0,0,0,,,,,,
4412000,2015,10,2,5,EV,4626,N16541,12266,13061,1448,1441.0,-7.0,9.0,1450.0,75.0,62.0,50.0,301,1540.0,3.0,1603,1543.0,-20.0,0,0,,,,,,
4413000,2015,10,2,5,F9,1359,N905FR,12266,14107,1545,1546.0,1.0,12.0,1558.0,170.0,164.0,142.0,1009,1620.0,10.0,1635,1630.0,-5.0,0,0,,,,,,
4414000,2015,10,2,5,DL,332,N375DA,14843,12478,1648,1639.0,-9.0,24.0,1703.0,249.0,255.0,222.0,1598,2045.0,9.0,2057,2054.0,-3.0,0,0,,,,,,
4415000,2015,10,2,5,UA,1847,N75429,13930,13303,1741,1743.0,2.0,45.0,1828.0,192.0,227.0,175.0,1197,2223.0,7.0,2153,2230.0,37.0,0,0,,37.0,0.0,0.0,0.0,0.0
4416000,2015,10,2,5,DL,1678,N550NW,10397,14683,1840,1835.0,-5.0,14.0,1849.0,151.0,139.0,116.0,874,1945.0,9.0,2011,1954.0,-17.0,0,0,,,,,,
4417000,2015,10,2,5,DL,852,N920AT,13487,11337,1942,1937.0,-5.0,15.0,1952.0,53.0,48.0,30.0,144,2022.0,3.0,2035,2025.0,-10.0,0,0,,,,,,
4418000,2015,10,2,5,WN,728,N454WN,12892,14831,2100,2100.0,0.0,17.0,2117.0,65.0,73.0,51.0,308,2208.0,5.0,2205,2213.0,8.0,0,0,,,,,,
4419000,2015,10,3,6,AA,2404,N3KLAA,12892,11298,500,454.0,-6.0,14.0,508.0,191.0,169.0,146.0,1235,934.0,9.0,1011,943.0,-28.0,0,0,,,,,,
4420000,2015,10,3,6,UA,1559,N17730,12889,12266,650,641.0,-9.0,13.0,654.0,183.0,175.0,155.0,1222,1129.0,7.0,1153,1136.0,-17.0,0,0,,,,,,
4421000,2015,10,3,6,OO,2884,N862AS,12892,15376,750,741.0,-9.0,13.0,754.0,94.0,79.0,62.0,451,856.0,4.0,924,900.0,-24.0,0,0,,,,,,
4422000,2015,10,3,6,EV,2628,N671AE,11298,10155,900,847.0,-13.0,24.0,911.0,47.0,51.0,23.0,89,934.0,4.0,947,938.0,-9.0,0,0,,,,,,
4423000,2015,10,3,6,AA,720,N548UW,14107,11057,1005,1005.0,0.0,22.0,1027.0,243.0,252.0,220.0,1773,1707.0,10.0,1708,1717.0,9.0,0,0,,,,,,
4424000,2015,10,3,6,AS,408,N613AS,14057,14831,1110,1112.0,2.0,8.0,1120.0,101.0,89.0,77.0,569,1237.0,4.0,1251,1241.0,-10.0,0,0,,,,,,
4425000,2015,10,3,6,WN,1472,N7714B,14908,14831,1220,1221.0,1.0,8.0,1229.0,70.0,72.0,62.0,342,1331.0,2.0,1330,1333.0,3.0,0,0,,,,,,
4426000,2015,10,3,6,DL,2268,N336NB,10620,13487,1330,1448.0,78.0,8.0,1456.0,119.0,118.0,98.0,748,1734.0,12.0,1629,1746.0,77.0,0,0,,0.0,0.0,77.0,0.0,0.0
4427000,2015,10,3,6,WN,2169,N421LV,10529,12889,1445,1443.0,-2.0,13.0,1456.0,340.0,316.0,297.0,2297,1653.0,6.0,1725,1659.0,-26.0,0,0,,,,,,
4428000,2015,10,3,6,AA,2190,N4WPAA,13256,11298,1559,1549.0,-10.0,10.0,1559.0,104.0,97.0,69.0,469,1708.0,18.0,1743,1726.0,-17.0,0,0,,,,,,
4429000,2015,10,3,6,UA,833,N480UA,11042,13930,1720,1716.0,-4.0,12.0,1728.0,101.0,85.0,59.0,316,1727.0,14.0,1801,1741.0,-20.0,0,0,,,,,,
4430000,2015,10,3,6,B6,1262,N659JB,14027,12953,1850,1850.0,0.0,11.0,1901.0,164.0,161.0,130.0,1035,2111.0,20.0,2134,2131.0,-3.0,0,0,,,,,,
4431000,2015,10,3,6,DL,1730,N928DL,10397,10994,2040,2045.0,5.0,16.0,2101.0,71.0,77.0,53.0,259,2154.0,8.0,2151,2202.0,11.0,0,0,,,,,,
4432000,2015,10,4,7,AA,2159,N951UW,10721,11278,600,619.0,19.0,13.0,632.0,94.0,87.0,71.0,399,743.0,3.0,734,746.0,12.0,0,0,,,,,,
4433000,2015,10,4,7,NK,737,N657NK,13930,12892,705,702.0,-3.0,16.0,718.0,280.0,268.0,243.0,1744,921.0,9.0,945,930.0,-15.0,0,0,,,,,,
4434000,2015,10,4,7,AA,1819,N945UW,14100,10721,815,811.0,-4.0,24.0,835.0,81.0,79.0,47.0,280,922.0,8.0,936,930.0,-6.0,0,0,,,,,,
4435000,2015,10,4,7,WN,633,N920WN,12339,12191,915,910.0,-5.0,10.0,920.0,150.0,135.0,121.0,861,1021.0,4.0,1045,1025.0,-20.0,0,0,,,,,,
4436000,2015,10,4,7,AA,2469,N3HGAA,11298,12892,1015,1021.0,6.0,16.0,1037.0,205.0,191.0,170.0,1235,1127.0,5.0,1140,1132.0,-8.0,0,0,,,,,,
4437000,2015,10,4,7,AA,642,N667AW,14057,14107,1115,1108.0,-7.0,13.0,1121.0,151.0,156.0,138.0,1009,1339.0,5.0,1346,1344.0,-2.0,0,0,,,,,,
4438000,2015,10,4,7,OO,4806,N693CA,12892,13796,1215,1219.0,4.0,15.0,1234.0,87.0,73.0,54.0,337,1328.0,4.0,1342,1332.0,-10.0,0,0,,,,,,
4439000,2015,10,4,7,AA,300,N4YRAA,13930,12889,1320,1314.0,-6.0,18.0,1332.0,242.0,229.0,203.0,1514,1455.0,8.0,1522,1503.0,-19.0,0,0,,,,,,
4440000,2015,10,4,7,WN,2144,N466WN,12889,12191,1420,1531.0,71.0,13.0,1544.0,180.0,173.0,154.0,1235,2018.0,6.0,1920,2024.0,64.0,0,0,,0.0,0.0,1.0,63.0,0.0
4441000,2015,10,4,7,WN,848,N288WN,11697,10423,1520,1518.0,-2.0,7.0,1525.0,180.0,164.0,153.0,1105,1658.0,4.0,1720,1702.0,-18.0,0,0,,,,,,
4442000,2015,10,4,7,MQ,3106,N905MQ,11413,11298,1622,1616.0,-6.0,15.0,1631.0,122.0,128.0,98.0,674,1909.0,15.0,1924,1924.0,0.0,0,0,,,,,,
4443000,2015,10,4,7,OO,5577,N965SW,11292,11775,1722,1718.0,-4.0,14.0,1732.0,96.0,82.0,64.0,483,1936.0,4.0,1958,1940.0,-18.0,0,0,,,,,,
4444000,2015,10,4,7,MQ,3090,N827MQ,11067,13930,1818,1810.0,-8.0,5.0,1815.0,64.0,54.0,37.0,135,1852.0,12.0,1922,1904.0,-18.0,0,0,,,,,,
4445000,2015,10,4,7,OO,5217,N791SK,12266,11193,1917,1913.0,-4.0,28.0,1941.0,139.0,155.0,114.0,871,2235.0,13.0,2236,2248.0,12.0,0,0,,,,,,
4446000,2015,10,4,7,AA,2353,N4XCAA,13930,11298,2020,2020.0,0.0,20.0,2040.0,162.0,139.0,110.0,802,2230.0,9.0,2302,2239.0,-23.0,0,0,,,,,,
4447000,2015,10,4,7,WN,289,N967WN,10397,14100,2205,2204.0,-1.0,17.0,2221.0,125.0,117.0,93.0,666,2354.0,7.0,10,1.0,-9.0,0,0,,,,,,
4448000,2015,10,5,1,AS,699,N309AS,11884,14747,600,553.0,-7.0,15.0,608.0,59.0,68.0,45.0,224,653.0,8.0,659,701.0,2.0,0,0,,,,,,
4449000,2015,10,5,1,EV,4267,N16561,11996,13930,700,702.0,2.0,8.0,710.0,117.0,119.0,105.0,577,755.0,6.0,757,801.0,4.0,0,0,,,,,,
4450000,2015,10,5,1,OO,4828,N629BR,13487,11193,745,743.0,-2.0,15.0,758.0,117.0,103.0,82.0,596,1020.0,6.0,1042,1026.0,-16.0,0,0,,,,,,
4451000,2015,10,5,1,AA,1402,N3BRAA,11298,14747,845,842.0,-3.0,19.0,901.0,257.0,248.0,219.0,1660,1040.0,10.0,1102,1050.0,-12.0,0,0,,,,,,
4452000,2015,10,5,1,WN,498,N463WN,13232,14100,945,950.0,5.0,9.0,959.0,115.0,108.0,90.0,668,1229.0,9.0,1240,1238.0,-2.0,0,0,,,,,,
4453000,2015,10,5,1,WN,2493,N407WN,14747,13232,1040,1035.0,-5.0,18.0,1053.0,240.0,232.0,210.0,1733,1623.0,4.0,1640,1627.0,-13.0,0,0,,,,,,
4454000,2015,10,5,1,EV,2796,N685AE,15412,11298,1139,1131.0,-8.0,9.0,1140.0,150.0,137.0,116.0,771,1236.0,12.0,1309,1248.0,-21.0,0,0,,,,,,
4455000,2015,10,5,1,EV,5085,N614QX,12217,10397,1237,1233.0,-4.0,25.0,1258.0,55.0,63.0,32.0,151,1430.0,6.0,1432,1436.0,4.0,0,0,,,,,,
4456000,2015,10,5,1,EV,4480,N27152,12266,11146,1341,1335.0,-6.0,14.0,1349.0,152.0,141.0,122.0,975,1651.0,5.0,1713,1656.0,-17.0,0,0,,,,,,
4457000,2015,10,5,1,DL,1339,N966DL,10397,12478,1440,1441.0,1.0,10.0,1451.0,149.0,130.0,106.0,760,1637.0,14.0,1709,1651.0,-18.0,0,0,,,,,,
4458000,2015,10,5,1,EV,3273,N11526,12266,14814,1535,1546.0,11.0,34.0,1620.0,64.0,71.0,33.0,192,1653.0,4.0,1639,1657.0,18.0,0,0,,7.0,0.0,11.0,0.0,0.0
4459000,2015,10,5,1,MQ,3167,N663MQ,13930,12992,1642,1637.0,-5.0,19.0,1656.0,120.0,105.0,84.0,552,1820.0,2.0,1842,1822.0,-20.0,0,0,,,,,,
4460000,2015,10,5,1,DL,927,N938DN,13487,13342,1736,1735.0,-1.0,17.0,1752.0,68.0,67.0,46.0,297,1838.0,4.0,1844,1842.0,-2.0,0,0,,,,,,
4461000,2015,10,5,1,B6,238,N570JB,13204,10529,1835,1851.0,16.0,15.0,1906.0,158.0,165.0,140.0,1050,2126.0,10.0,2113,2136.0,23.0,0,0,,7.0,0.0,6.0,10.0,0.0
4462000,2015,10,5,1,OO,3435,N216AG,10713,14747,1935,1925.0,-10.0,13.0,1938.0,88.0,81.0,57.0,399,1935.0,11.0,2003,1946.0,-17.0,0,0,,,,,,
4463000,2015,10,5,1,WN,2924,N790SW,13232,11278,2055,2052.0,-3.0,8.0,2100.0,105.0,94.0,80.0,601,2320.0,6.0,2340,2326.0,-14.0,0,0,,,,,,
4464000,2015,10,6,2,NK,972,N634NK,14107,11298,100,45.0,-15.0,14.0,59.0,124.0,128.0,106.0,868,445.0,8.0,504,453.0,-11.0,0,0,,,,,,
4465000,2015,10,6,2,WN,774,N489WN,10821,13204,625,624.0,-1.0,11.0,635.0,140.0,126.0,107.0,787,822.0,8.0,845,830.0,-15.0,0,0,,,,,,
4466000,2015,10,6,2,UA,491,N471UA,10849,11292,716,714.0,-2.0,11.0,725.0,101.0,99.0,81.0,524,846.0,7.0,857,853.0,-4.0,0,0,,,,,,
4467000,2015,10,6,2,DL,2068,N360NB,14683,12478,820,813.0,-7.0,9.0,822.0,225.0,212.0,200.0,1587,1242.0,3.0,1305,1245.0,-20.0,0,0,,,,,,
4468000,2015,10,6,2,WN,167,N8624J,12889,14492,915,917.0,2.0,11.0,928.0,265.0,255.0,237.0,2026,1625.0,7.0,1640,1632.0,-8.0,0,0,,,,,,
4469000,2015,10,6,2,AA,1460,N3HDAA,11298,11278,1015,1010.0,-5.0,13.0,1023.0,181.0,163.0,144.0,1192,1347.0,6.0,1416,1353.0,-23.0,0,0,,,,,,
4470000,2015,10,6,2,OO,5450,N913SW,11292,12888,1115,1140.0,25.0,24.0,1204.0,51.0,49.0,23.0,113,1227.0,2.0,1206,1229.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0
4471000,2015,10,6,2,DL,1372,N608AT,11433,15016,1216,1216.0,0.0,31.0,1247.0,98.0,102.0,68.0,440,1255.0,3.0,1254,1258.0,4.0,0,0,,,,,,
4472000,2015,10,6,2,DL,848,N369NW,13487,10721,1322,1316.0,-6.0,7.0,1323.0,174.0,155.0,138.0,1124,1641.0,10.0,1716,1651.0,-25.0,0,0,,,,,,
4473000,2015,10,6,2,OO,4806,N816SK,13796,12892,1421,1420.0,-1.0,11.0,1431.0,89.0,73.0,54.0,337,1525.0,8.0,1550,1533.0,-17.0,0,0,,,,,,
4474000,2015,10,6,2,AA,437,N565UW,14107,13930,1520,1524.0,4.0,20.0,1544.0,209.0,196.0,168.0,1440,2032.0,8.0,2049,2040.0,-9.0,0,0,,,,,,
4475000,2015,10,6,2,EV,3263,N22909,15919,12266,1627,1621.0,-6.0,7.0,1628.0,106.0,92.0,74.0,438,1742.0,11.0,1813,1753.0,-20.0,0,0,,,,,,
4476000,2015,10,6,2,AA,1748,N202UW,13204,14100,1725,1715.0,-10.0,13.0,1728.0,145.0,137.0,122.0,861,1930.0,2.0,1950,1932.0,-18.0,0,0,,,,,,
4477000,2015,10,6,2,DL,2786,N942AT,12478,13487,1825,1838.0,13.0,14.0,1852.0,199.0,168.0,149.0,1029,2021.0,5.0,2044,2026.0,-18.0,0,0,,,,,,
4478000,2015,10,6,2,WN,3033,N200WN,13796,14908,1925,1920.0,-5.0,9.0,1929.0,80.0,72.0,59.0,371,2028.0,4.0,2045,2032.0,-13.0,0,0,,,,,,
4479000,2015,10,6,2,EV,4924,N878AS,10397,11003,2040,2041.0,1.0,29.0,2110.0,130.0,135.0,99.0,694,2149.0,7.0,2150,2156.0,6.0,0,0,,,,,,
4480000,2015,10,6,2,DL,1628,N383DN,10397,10599,2310,2306.0,-4.0,13.0,2319.0,53.0,41.0,26.0,134,2245.0,2.0,2303,2247.0,-16.0,0,0,,,,,,
4481000,2015,10,7,3,OO,4624,N806SK,11638,14869,615,613.0,-2.0,27.0,640.0,101.0,108.0,76.0,501,856.0,5.0,856,901.0,5.0,0,0,,,,,,
4482000,2015,10,7,3,AA,2345,N3EGAA,11298,13303,710,722.0,12.0,20.0,742.0,173.0,175.0,149.0,1121,1111.0,6.0,1103,1117.0,14.0,0,0,,,,,,
4483000,2015,10,7,3,WN,413,N7811F,15016,13487,810,805.0,-5.0,12.0,817.0,90.0,86.0,70.0,448,927.0,4.0,940,931.0,-9.0,0,0,,,,,,
4484000,2015,10,7,3,AA,2296,N488AA,11298,14683,905,915.0,10.0,16.0,931.0,73.0,60.0,42.0,247,1013.0,2.0,1018,1015.0,-3.0,0,0,,,,,,
4485000,2015,10,7,3,OO,5616,N699BR,11292,12389,1005,1005.0,0.0,28.0,1033.0,112.0,118.0,86.0,576,1259.0,4.0,1257,1303.0,6.0,0,0,,,,,,
4486000,2015,10,7,3,DL,2648,N906DE,13485,10397,1105,1056.0,-9.0,18.0,1114.0,126.0,123.0,95.0,707,1349.0,10.0,1411,1359.0,-12.0,0,0,,,,,,
4487000,2015,10,7,3,DL,281,N3734B,11433,14747,1205,1202.0,-3.0,15.0,1217.0,294.0,304.0,281.0,1927,1358.0,8.0,1359,1406.0,7.0,0,0,,,,,,
4488000,2015,10,7,3,OO,6300,N143SY,14262,14771,1303,1248.0,-15.0,22.0,1310.0,97.0,98.0,72.0,421,1422.0,4.0,1440,1426.0,-14.0,0,0,,,,,,
4489000,2015,10,7,3,WN,440,N425LV,14100,11292,1405,1542.0,97.0,13.0,1555.0,250.0,238.0,219.0,1558,1734.0,6.0,1615,1740.0,85.0,0,0,,0.0,0.0,85.0,0.0,0.0
4490000,2015,10,7,3,OO,4519,N432SW,10627,13487,1506,1507.0,1.0,15.0,1522.0,81.0,75.0,56.0,386,1618.0,4.0,1627,1622.0,-5.0,0,0,,,,,,
4491000,2015,10,7,3,MQ,3234,N631MQ,11298,12915,1606,1601.0,-5.0,21.0,1622.0,73.0,80.0,54.0,295,1716.0,5.0,1719,1721.0,2.0,0,0,,,,,,
4492000,2015,10,7,3,WN,2324,N8627B,14100,13232,1710,1738.0,28.0,11.0,1749.0,140.0,125.0,107.0,668,1836.0,7.0,1830,1843.0,13.0,0,0,,,,,,
4493000,2015,10,7,3,EV,4602,N12195,15919,11618,1804,1757.0,-7.0,10.0,1807.0,169.0,165.0,145.0,1131,2132.0,10.0,2153,2142.0,-11.0,0,0,,,,,,
4494000,2015,10,7,3,DL,2047,N942AT,10397,13851,1908,1912.0,4.0,13.0,1925.0,140.0,123.0,106.0,761,2011.0,4.0,2028,2015.0,-13.0,0,0,,,,,,
4495000,2015,10,7,3,DL,2329,N340NW,14869,14683,2010,2031.0,21.0,17.0,2048.0,161.0,169.0,149.0,1087,17.0,3.0,2351,20.0,29.0,0,0,,8.0,0.0,21.0,0.0,0.0
4496000,2015,10,7,3,WN,3190,N385SW,13232,10821,2155,2201.0,6.0,19.0,2220.0,105.0,99.0,77.0,611,37.0,3.0,40,40.0,0.0,0,0,,,,,,
4497000,2015,10,8,4,WN,2452,N962WN,13891,14893,600,559.0,-1.0,13.0,612.0,80.0,78.0,62.0,390,714.0,3.0,720,717.0,-3.0,0,0,,,,,,
4498000,2015,10,8,4,MQ,3617,N907MQ,13930,13244,658,700.0,2.0,15.0,715.0,115.0,99.0,79.0,491,834.0,5.0,853,839.0,-14.0,0,0,,,,,,
4499000,2015,10,8,4,WN,2879,N566WN,10693,11292,745,741.0,-4.0,8.0,749.0,170.0,162.0,146.0,1014,915.0,8.0,935,923.0,-12.0,0,0,,,,,,
4500000,2015,10,8,4,DL,1494,N950DL,10397,14100,843,843.0,0.0,12.0,855.0,127.0,111.0,95.0,666,1030.0,4.0,1050,1034.0,-16.0,0,0,,,,,,
4501000,2015,10,8,4,OO,4744,N461SW,14869,14457,940,940.0,0.0,12.0,952.0,103.0,93.0,76.0,508,1108.0,5.0,1123,1113.0,-10.0,0,0,,,,,,
4502000,2015,10,8,4,DL,1764,N371NB,13487,11278,1038,1034.0,-4.0,10.0,1044.0,144.0,130.0,118.0,931,1342.0,2.0,1402,1344.0,-18.0,0,0,,,,,,
4503000,2015,10,8,4,WN,2730,N375SW,14679,13796,1135,1131.0,-4.0,9.0,1140.0,90.0,84.0,68.0,446,1248.0,7.0,1305,1255.0,-10.0,0,0,,,,,,
4504000,2015,10,8,4,EV,4325,N12564,11057,11618,1235,1226.0,-9.0,19.0,1245.0,115.0,110.0,77.0,529,1402.0,14.0,1430,1416.0,-14.0,0,0,,,,,,
4505000,2015,10,8,4,DL,1221,N924DL,10397,13851,1340,1358.0,18.0,14.0,1412.0,140.0,122.0,103.0,761,1455.0,5.0,1500,1500.0,0.0,0,0,,,,,,
4506000,2015,10,8,4,EV,4369,N14158,14524,12266,1438,1433.0,-5.0,21.0,1454.0,194.0,196.0,168.0,1157,1642.0,7.0,1652,1649.0,-3.0,0,0,,,,,,
4507000,2015,10,8,4,EV,4110,N11191,12266,15370,1535,1529.0,-6.0,29.0,1558.0,90.0,94.0,59.0,429,1657.0,6.0,1705,1703.0,-2.0,0,0,,,,,,
4508000,2015,10,8,4,DL,2231,N370NB,12953,11433,1640,1640.0,0.0,28.0,1708.0,134.0,128.0,92.0,502,1840.0,8.0,1854,1848.0,-6.0,0,0,,,,,,
4509000,2015,10,8,4,DL,743,N955DN,10397,14492,1735,1734.0,-1.0,9.0,1743.0,83.0,70.0,57.0,356,1840.0,4.0,1858,1844.0,-14.0,0,0,,,,,,
4510000,2015,10,8,4,AS,386,N756AS,14057,14771,1830,1845.0,15.0,12.0,1857.0,110.0,108.0,83.0,550,2020.0,13.0,2020,2033.0,13.0,0,0,,,,,,
4511000,2015,10,8,4,MQ,3419,N827MQ,14633,13930,1930,1922.0,-8.0,8.0,1930.0,73.0,84.0,52.0,268,2022.0,24.0,2043,2046.0,3.0,0,0,,,,,,
4512000,2015,10,8,4,DL,1750,N190DN,10397,12478,2045,2110.0,25.0,15.0,2125.0,143.0,118.0,96.0,760,2301.0,7.0,2308,2308.0,0.0,0,0,,,,,,
4513000,2015,10,8,4,OO,6362,N705SK,12266,10423,2255,129.0,154.0,19.0,148.0,49.0,51.0,27.0,140,215.0,5.0,2344,220.0,156.0,0,0,,2.0,0.0,154.0,0.0,0.0
4514000,2015,10,9,5,DL,2020,N3768,13244,12892,614,615.0,1.0,15.0,630.0,251.0,220.0,198.0,1619,748.0,7.0,825,755.0,-30.0,0,0,,,,,,
4515000,2015,10,9,5,WN,1876,N8660A,13204,12889,705,705.0,0.0,11.0,716.0,305.0,281.0,262.0,2039,838.0,8.0,910,846.0,-24.0,0,0,,,,,,
4516000,2015,10,9,5,OO,4580,N825SK,10693,13487,800,756.0,-4.0,16.0,812.0,138.0,135.0,107.0,695,959.0,12.0,1018,1011.0,-7.0,0,0,,,,,,
4517000,2015,10,9,5,WN,1218,N915WN,11259,13198,900,905.0,5.0,10.0,915.0,85.0,82.0,65.0,460,1020.0,7.0,1025,1027.0,2.0,0,0,,,,,,
4518000,2015,10,9,5,WN,1462,N8626B,11292,11066,1000,959.0,-1.0,16.0,1015.0,165.0,163.0,141.0,1154,1436.0,6.0,1445,1442.0,-3.0,0,0,,,,,,
4519000,2015,10,9,5,AA,2296,N4WNAA,14683,11298,1058,1249.0,111.0,12.0,1301.0,77.0,63.0,39.0,247,1340.0,12.0,1215,1352.0,97.0,0,0,,0.0,0.0,0.0,97.0,0.0
4520000,2015,10,9,5,B6,1277,N569JB,10721,12889,1155,1150.0,-5.0,16.0,1206.0,349.0,347.0,316.0,2381,1422.0,15.0,1444,1437.0,-7.0,0,0,,,,,,
4521000,2015,10,9,5,AA,1969,N755US,11057,12323,1255,1251.0,-4.0,12.0,1303.0,53.0,47.0,32.0,185,1335.0,3.0,1348,1338.0,-10.0,0,0,,,,,,
4522000,2015,10,9,5,AA,1729,N552UW,13204,11057,1355,1359.0,4.0,15.0,1414.0,97.0,98.0,75.0,468,1529.0,8.0,1532,1537.0,5.0,0,0,,,,,,
4523000,2015,10,9,5,DL,841,N361NB,11278,13487,1500,1454.0,-6.0,15.0,1509.0,165.0,153.0,136.0,931,1625.0,2.0,1645,1627.0,-18.0,0,0,,,,,,
4524000,2015,10,9,5,OO,2905,N868CA,12892,14869,1555,1651.0,56.0,16.0,1707.0,114.0,111.0,90.0,590,1937.0,5.0,1849,1942.0,53.0,0,0,,0.0,0.0,53.0,0.0,0.0
4525000,2015,10,9,5,OO,2960,N468CA,11695,14107,1700,1655.0,-5.0,26.0,1721.0,56.0,58.0,26.0,119,1747.0,6.0,1756,1753.0,-3.0,0,0,,,,,,
4526000,2015,10,9,5,DL,87,N905DA,11433,13487,1752,1802.0,10.0,22.0,1824.0,113.0,107.0,81.0,528,1845.0,4.0,1845,1849.0,4.0,0,0,,,,,,
4527000,2015,10,9,5,OO,6468,N969SW,14783,11292,1854,1844.0,-10.0,10.0,1854.0,121.0,114.0,100.0,637,1934.0,4.0,1955,1938.0,-17.0,0,0,,,,,,
4528000,2015,10,9,5,OO,4792,N632SK,14057,14747,1955,1952.0,-3.0,26.0,2018.0,53.0,70.0,37.0,129,2055.0,7.0,2048,2102.0,14.0,0,0,,,,,,
4529000,2015,10,9,5,AA,2400,N4XTAA,11298,14831,2121,2126.0,5.0,13.0,2139.0,219.0,197.0,181.0,1438,2240.0,3.0,2300,2243.0,-17.0,0,0,,,,,,
4530000,2015,10,10,6,DL,1449,N983AT,11641,10397,600,555.0,-5.0,12.0,607.0,82.0,70.0,54.0,331,701.0,4.0,722,705.0,-17.0,0,0,,,,,,
4531000,2015,10,10,6,WN,3907,N8635F,13232,11697,700,704.0,4.0,8.0,712.0,175.0,167.0,151.0,1167,1043.0,8.0,1055,1051.0,-4.0,0,0,,,,,,
4532000,2015,10,10,6,AS,83,N569AS,14747,10299,800,805.0,5.0,10.0,815.0,220.0,191.0,178.0,1448,1013.0,3.0,1040,1016.0,-24.0,0,0,,,,,,
4533000,2015,10,10,6,WN,1601,N7728D,14107,12992,905,903.0,-2.0,13.0,916.0,160.0,160.0,144.0,1136,1340.0,3.0,1345,1343.0,-2.0,0,0,,,,,,
4534000,2015,10,10,6,AA,873,N126UW,14635,11057,1015,1016.0,1.0,11.0,1027.0,115.0,122.0,103.0,600,1210.0,8.0,1210,1218.0,8.0,0,0,,,,,,
4535000,2015,10,10,6,OO,6325,N144SY,14679,12892,1120,1112.0,-8.0,22.0,1134.0,56.0,53.0,25.0,109,1159.0,6.0,1216,1205.0,-11.0,0,0,,,,,,
4536000,2015,10,10,6,WN,725,N276WN,11697,10423,1230,1235.0,5.0,15.0,1250.0,180.0,177.0,158.0,1105,1428.0,4.0,1430,1432.0,2.0,0,0,,,,,,
4537000,2015,10,10,6,DL,1373,N673DL,15304,10397,1345,1355.0,10.0,10.0,1405.0,96.0,91.0,71.0,406,1516.0,10.0,1521,1526.0,5.0,0,0,,,,,,
4538000,2015,10,10,6,WN,4489,N8634A,12191,13232,1455,1509.0,14.0,13.0,1522.0,145.0,152.0,133.0,937,1735.0,6.0,1720,1741.0,21.0,0,0,,7.0,0.0,14.0,0.0,0.0
4539000,2015,10,10,6,UA,1850,N72405,13930,14057,1605,1606.0,1.0,24.0,1630.0,267.0,256.0,228.0,1739,1818.0,4.0,1832,1822.0,-10.0,0,0,,,,,,
4540000,2015,10,10,6,DL,11,N378NW,13487,14869,1730,1723.0,-7.0,10.0,1733.0,167.0,150.0,135.0,991,1848.0,5.0,1917,1853.0,-24.0,0,0,,,,,,
